id,desc,pad2,pad1,pad0,name,dmg_range,item_damage_modifier,stat_socket_mul_1,stat_socket_mul_2,stat_socket_mul_3,stat_socket_mul_4,stat_socket_mul_5,stat_socket_mul_6,stat_socket_mul_7,stat_socket_mul_8,stat_socket_mul_9,stat_socket_mul_10,stat_alloc_1,stat_alloc_2,stat_alloc_3,stat_alloc_4,stat_alloc_5,stat_alloc_6,stat_alloc_7,stat_alloc_8,stat_alloc_9,stat_alloc_10,flags_1,flags_2,flags_3,flags_4,faction_conv_id,gem_props,socket_bonus,rand_suffix,rand_prop,delay,scale_stat_dist,ilevel,class_mask,damage_type,stat_type_1,stat_type_2,stat_type_3,stat_type_4,stat_type_5,stat_type_6,stat_type_7,stat_type_8,stat_type_9,stat_type_10,inv_type,quality
149251,,,,,Demonic Gladiator's Ironskin Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149250,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149252,,,,,Demonic Gladiator's Ironskin Spaulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149253,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149253,,,,,Demonic Gladiator's Ironskin Spaulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149252,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149254,,,,,Demonic Gladiator's Ironskin Tunic,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149255,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149255,,,,,Demonic Gladiator's Ironskin Tunic,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149254,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149256,,,,,Demonic Gladiator's Ironskin Belt,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149257,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149257,,,,,Demonic Gladiator's Ironskin Belt,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149256,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149258,,,,,Demonic Gladiator's Ironskin Wristguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149259,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149259,,,,,Demonic Gladiator's Ironskin Wristguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149258,0,0,0,0,0,0,176,512,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149260,,,,,Demonic Gladiator's Necklace,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8194,9502720,0,149261,0,0,0,0,0,0,176,65535,0,7,40,32,-1,-1,-1,-1,-1,-1,-1,2,4
149261,,,,,Demonic Gladiator's Necklace,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8193,9502720,0,149260,0,0,0,0,0,0,176,65535,0,7,40,32,-1,-1,-1,-1,-1,-1,-1,2,4
149262,,,,,Demonic Gladiator's Pendant,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8194,9502720,0,149263,0,0,0,0,0,0,176,65535,0,7,40,36,-1,-1,-1,-1,-1,-1,-1,2,4
149263,,,,,Demonic Gladiator's Pendant,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8193,9502720,0,149262,0,0,0,0,0,0,176,65535,0,7,40,36,-1,-1,-1,-1,-1,-1,-1,2,4
149264,,,,,Demonic Gladiator's Choker,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8194,9502720,0,149265,0,0,0,0,0,0,176,65535,0,7,40,49,-1,-1,-1,-1,-1,-1,-1,2,4
149265,,,,,Demonic Gladiator's Choker,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,9500,8000,0,0,0,0,0,0,0,0,8193,9502720,0,149264,0,0,0,0,0,0,176,65535,0,7,40,49,-1,-1,-1,-1,-1,-1,-1,2,4
149266,,,,,Demonic Gladiator's Scaled Breastplate,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149267,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149267,,,,,Demonic Gladiator's Scaled Breastplate,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149266,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149268,,,,,Demonic Gladiator's Scaled Sabatons,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149269,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149269,,,,,Demonic Gladiator's Scaled Sabatons,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149268,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149270,,,,,Demonic Gladiator's Scaled Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149271,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149271,,,,,Demonic Gladiator's Scaled Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149270,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149272,,,,,Demonic Gladiator's Scaled Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149273,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149273,,,,,Demonic Gladiator's Scaled Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149272,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149274,,,,,Demonic Gladiator's Scaled Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149275,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149275,,,,,Demonic Gladiator's Scaled Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149274,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149276,,,,,Demonic Gladiator's Scaled Shoulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149277,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149277,,,,,Demonic Gladiator's Scaled Shoulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149276,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149278,,,,,Demonic Gladiator's Scaled Girdle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149279,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149279,,,,,Demonic Gladiator's Scaled Girdle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149278,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149280,,,,,Demonic Gladiator's Scaled Wristplates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149281,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149281,,,,,Demonic Gladiator's Scaled Wristplates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149280,0,0,0,0,0,0,176,2,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149282,,,,,Demonic Gladiator's Satin Treads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149283,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149283,,,,,Demonic Gladiator's Satin Treads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149282,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149284,,,,,Demonic Gladiator's Satin Gloves,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149285,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149285,,,,,Demonic Gladiator's Satin Gloves,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149284,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149286,,,,,Demonic Gladiator's Satin Hood,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149287,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149287,,,,,Demonic Gladiator's Satin Hood,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149286,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149288,,,,,Demonic Gladiator's Satin Leggings,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149289,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149289,,,,,Demonic Gladiator's Satin Leggings,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149288,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149290,,,,,Demonic Gladiator's Satin Robe,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149291,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
149291,,,,,Demonic Gladiator's Satin Robe,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149290,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
149292,,,,,Demonic Gladiator's Satin Mantle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149293,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149293,,,,,Demonic Gladiator's Satin Mantle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149292,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149294,,,,,Demonic Gladiator's Satin Cord,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149295,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149295,,,,,Demonic Gladiator's Satin Cord,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149294,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149296,,,,,Demonic Gladiator's Satin Bracers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149297,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149297,,,,,Demonic Gladiator's Satin Bracers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149296,0,0,0,0,0,0,176,16,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149298,,,,,Demonic Gladiator's Ring,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8194,9502720,0,149299,0,0,0,0,0,0,176,65535,0,7,40,32,-1,-1,-1,-1,-1,-1,-1,11,4
149299,,,,,Demonic Gladiator's Ring,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8193,9502720,0,149298,0,0,0,0,0,0,176,65535,0,7,40,32,-1,-1,-1,-1,-1,-1,-1,11,4
149300,,,,,Demonic Gladiator's Band,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8194,9502720,0,149301,0,0,0,0,0,0,176,65535,0,7,40,36,-1,-1,-1,-1,-1,-1,-1,11,4
149301,,,,,Demonic Gladiator's Band,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8193,9502720,0,149300,0,0,0,0,0,0,176,65535,0,7,40,36,-1,-1,-1,-1,-1,-1,-1,11,4
149302,,,,,Demonic Gladiator's Signet,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8194,9502720,0,149303,0,0,0,0,0,0,176,65535,0,7,40,49,-1,-1,-1,-1,-1,-1,-1,11,4
149303,,,,,Demonic Gladiator's Signet,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,10500,7000,0,0,0,0,0,0,0,524288,8193,9502720,0,149302,0,0,0,0,0,0,176,65535,0,7,40,49,-1,-1,-1,-1,-1,-1,-1,11,4
149304,,,,,Demonic Gladiator's Leather Tunic,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149305,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149305,,,,,Demonic Gladiator's Leather Tunic,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149304,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
149306,,,,,Demonic Gladiator's Leather Slippers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149307,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149307,,,,,Demonic Gladiator's Leather Slippers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149306,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149308,,,,,Demonic Gladiator's Leather Gloves,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149309,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149309,,,,,Demonic Gladiator's Leather Gloves,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149308,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149310,,,,,Demonic Gladiator's Leather Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149311,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149311,,,,,Demonic Gladiator's Leather Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149310,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149312,,,,,Demonic Gladiator's Leather Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149313,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149313,,,,,Demonic Gladiator's Leather Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149312,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149314,,,,,Demonic Gladiator's Leather Spaulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149315,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149315,,,,,Demonic Gladiator's Leather Spaulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149314,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
149316,,,,,Demonic Gladiator's Leather Belt,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149317,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149317,,,,,Demonic Gladiator's Leather Belt,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149316,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
149318,,,,,Demonic Gladiator's Leather Wristguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149319,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149319,,,,,Demonic Gladiator's Leather Wristguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149318,0,0,0,0,0,0,176,8,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
149320,,,,,Demonic Gladiator's Ringmail Armor,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149321,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
149321,,,,,Demonic Gladiator's Ringmail Armor,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149320,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
149322,,,,,Demonic Gladiator's Ringmail Boots,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149323,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149323,,,,,Demonic Gladiator's Ringmail Boots,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149322,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
149324,,,,,Demonic Gladiator's Ringmail Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149325,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149325,,,,,Demonic Gladiator's Ringmail Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149324,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
149326,,,,,Demonic Gladiator's Ringmail Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149327,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149327,,,,,Demonic Gladiator's Ringmail Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149326,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
149328,,,,,Demonic Gladiator's Ringmail Leggings,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,9502720,4,149329,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
149329,,,,,Demonic Gladiator's Ringmail Leggings,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,9502720,4,149328,0,0,0,0,0,0,176,64,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
