id,ilevel,v_1,v_2,v_3,v_4,v_5,v_6,v_7
694,694,1994.034058,3207.071533,3323.390137,3323.390137,3323.390137,3323.390137,3323.390137
695,695,2012.700195,3237.092773,3354.500244,3354.500244,3354.500244,3354.500244,3354.500244
696,696,2031.541138,3267.395264,3385.901855,3385.901855,3385.901855,3385.901855,3385.901855
697,697,2050.558350,3297.981445,3417.597412,3417.597412,3417.597412,3417.597412,3417.597412
698,698,2069.753662,3328.853760,3449.589355,3449.589355,3449.589355,3449.589355,3449.589355
699,699,2089.128662,3360.015137,3481.881104,3481.881104,3481.881104,3481.881104,3481.881104
700,700,2108.685059,3391.468262,3514.474854,3514.474854,3514.474854,3514.474854,3514.474854
701,701,2128.424316,3423.215820,3547.374023,3547.374023,3547.374023,3547.374023,3547.374023
702,702,2148.348633,3455.260742,3580.581055,3580.581055,3580.581055,3580.581055,3580.581055
703,703,2168.459229,3487.605469,3614.098877,3614.098877,3614.098877,3614.098877,3614.098877
704,704,2188.758301,3520.252930,3647.930420,3647.930420,3647.930420,3647.930420,3647.930420
705,705,2209.247314,3553.206055,3682.078613,3682.078613,3682.078613,3682.078613,3682.078613
706,706,2229.927979,3586.467529,3716.546631,3716.546631,3716.546631,3716.546631,3716.546631
707,707,2250.802490,3620.040527,3751.337402,3751.337402,3751.337402,3751.337402,3751.337402
708,708,2271.872070,3653.927734,3786.453613,3786.453613,3786.453613,3786.453613,3786.453613
709,709,2293.139160,3688.132080,3821.898682,3821.898682,3821.898682,3821.898682,3821.898682
710,710,2314.605225,3722.656738,3857.675293,3857.675293,3857.675293,3857.675293,3857.675293
711,711,2336.272217,3757.504639,3893.787109,3893.787109,3893.787109,3893.787109,3893.787109
712,712,2358.142090,3792.678711,3930.236816,3930.236816,3930.236816,3930.236816,3930.236816
713,713,2380.216797,3828.181885,3967.027832,3967.027832,3967.027832,3967.027832,3967.027832
714,714,2402.498047,3864.017578,4004.163330,4004.163330,4004.163330,4004.163330,4004.163330
715,715,2424.987793,3900.188721,4041.646240,4041.646240,4041.646240,4041.646240,4041.646240
716,716,2447.687988,3936.698242,4079.479980,4079.479980,4079.479980,4079.479980,4079.479980
717,717,2470.600830,3973.549805,4117.667969,4117.667969,4117.667969,4117.667969,4117.667969
718,718,2493.728271,4010.746094,4156.213867,4156.213867,4156.213867,4156.213867,4156.213867
719,719,2517.072021,4048.290771,4195.120117,4195.120117,4195.120117,4195.120117,4195.120117
720,720,2540.634277,4086.186768,4234.390625,4234.390625,4234.390625,4234.390625,4234.390625
721,721,2564.417236,4124.437500,4274.028809,4274.028809,4274.028809,4274.028809,4274.028809
722,722,2588.422607,4163.046387,4314.038086,4314.038086,4314.038086,4314.038086,4314.038086
723,723,2612.653076,4202.017090,4354.421387,4354.421387,4354.421387,4354.421387,4354.421387
724,724,2637.110107,4241.352051,4395.183594,4395.183594,4395.183594,4395.183594,4395.183594
725,725,2661.796143,4281.055176,4436.326660,4436.326660,4436.326660,4436.326660,4436.326660
726,726,2686.713135,4321.130371,4477.854980,4477.854980,4477.854980,4477.854980,4477.854980
727,727,2711.863525,4361.580566,4519.772461,4519.772461,4519.772461,4519.772461,4519.772461
728,728,2737.249268,4402.409180,4562.082031,4562.082031,4562.082031,4562.082031,4562.082031
729,729,2762.872559,4443.620117,4604.787598,4604.787598,4604.787598,4604.787598,4604.787598
730,730,2788.735840,4485.216797,4647.893066,4647.893066,4647.893066,4647.893066,4647.893066
731,731,2814.841309,4527.203125,4691.402344,4691.402344,4691.402344,4691.402344,4691.402344
732,732,2841.190918,4569.582031,4735.318359,4735.318359,4735.318359,4735.318359,4735.318359
733,733,2867.787354,4612.357910,4779.645508,4779.645508,4779.645508,4779.645508,4779.645508
734,734,2894.632812,4655.534180,4824.388184,4824.388184,4824.388184,4824.388184,4824.388184
735,735,2921.729492,4699.114746,4869.549316,4869.549316,4869.549316,4869.549316,4869.549316
736,736,2949.079834,4743.103516,4915.132812,4915.132812,4915.132812,4915.132812,4915.132812
737,737,2976.686035,4787.503418,4961.143555,4961.143555,4961.143555,4961.143555,4961.143555
738,738,3004.551025,4832.319336,5007.584961,5007.584961,5007.584961,5007.584961,5007.584961
739,739,3032.676514,4877.554688,5054.460938,5054.460938,5054.460938,5054.460938,5054.460938
740,740,3061.065430,4923.213379,5101.775879,5101.775879,5101.775879,5101.775879,5101.775879
741,741,3089.719971,4969.299805,5149.533691,5149.533691,5149.533691,5149.533691,5149.533691
742,742,3118.643066,5015.817383,5197.738281,5197.738281,5197.738281,5197.738281,5197.738281
743,743,3147.836670,5062.770508,5246.394531,5246.394531,5246.394531,5246.394531,5246.394531
744,744,3177.303467,5110.163086,5295.505859,5295.505859,5295.505859,5295.505859,5295.505859
745,745,3207.046387,5157.999512,5345.077148,5345.077148,5345.077148,5345.077148,5345.077148
746,746,3237.067383,5206.283691,5395.112305,5395.112305,5395.112305,5395.112305,5395.112305
747,747,3267.369629,5255.019531,5445.616211,5445.616211,5445.616211,5445.616211,5445.616211
748,748,3297.955566,5304.211914,5496.592773,5496.592773,5496.592773,5496.592773,5496.592773
749,749,3328.827637,5353.864746,5548.046387,5548.046387,5548.046387,5548.046387,5548.046387
750,750,3359.988770,5403.981934,5599.981445,5599.981445,5599.981445,5599.981445,5599.981445
751,751,3391.441650,5454.568848,5652.402832,5652.402832,5652.402832,5652.402832,5652.402832
752,752,3423.188965,5505.628906,5705.314941,5705.314941,5705.314941,5705.314941,5705.314941
753,753,3455.233643,5557.167480,5758.722656,5758.722656,5758.722656,5758.722656,5758.722656
754,754,3487.578125,5609.187988,5812.629883,5812.629883,5812.629883,5812.629883,5812.629883
755,755,3520.225342,5661.695801,5867.041992,5867.041992,5867.041992,5867.041992,5867.041992
756,756,3553.177979,5714.694824,5921.963379,5921.963379,5921.963379,5921.963379,5921.963379
757,757,3586.439453,5768.189941,5977.398926,5977.398926,5977.398926,5977.398926,5977.398926
758,758,3620.012207,5822.186035,6033.353516,6033.353516,6033.353516,6033.353516,6033.353516
759,759,3653.899170,5876.687500,6089.831543,6089.831543,6089.831543,6089.831543,6089.831543
760,760,3688.103271,5931.699219,6146.838867,6146.838867,6146.838867,6146.838867,6146.838867
761,761,3722.627686,5987.226074,6204.379395,6204.379395,6204.379395,6204.379395,6204.379395
762,762,3757.475098,6043.272461,6262.458496,6262.458496,6262.458496,6262.458496,6262.458496
763,763,3792.648926,6099.843750,6321.081543,6321.081543,6321.081543,6321.081543,6321.081543
764,764,3828.151855,6156.944336,6380.252930,6380.252930,6380.252930,6380.252930,6380.252930
765,765,3863.987305,6214.579590,6439.978516,6439.978516,6439.978516,6439.978516,6439.978516
766,766,3900.157959,6272.753906,6500.263184,6500.263184,6500.263184,6500.263184,6500.263184
767,767,3936.667480,6331.473633,6561.112305,6561.112305,6561.112305,6561.112305,6561.112305
768,768,3973.518555,6390.742188,6622.530762,6622.530762,6622.530762,6622.530762,6622.530762
769,769,4010.714600,6450.566406,6684.524414,6684.524414,6684.524414,6684.524414,6684.524414
770,770,4048.259033,6510.949707,6747.098633,6747.098633,6747.098633,6747.098633,6747.098633
771,771,4086.154785,6571.898926,6810.257812,6810.257812,6810.257812,6810.257812,6810.257812
772,772,4124.405273,6633.418457,6874.008789,6874.008789,6874.008789,6874.008789,6874.008789
773,773,4163.013672,6695.514160,6938.356445,6938.356445,6938.356445,6938.356445,6938.356445
774,774,4201.983887,6758.190918,7003.306641,7003.306641,7003.306641,7003.306641,7003.306641
775,775,4241.318848,6821.454102,7068.864258,7068.864258,7068.864258,7068.864258,7068.864258
776,776,4281.021484,6885.310059,7135.036133,7135.036133,7135.036133,7135.036133,7135.036133
777,777,4321.096191,6949.763184,7201.827148,7201.827148,7201.827148,7201.827148,7201.827148
778,778,4361.546387,7014.820312,7269.243652,7269.243652,7269.243652,7269.243652,7269.243652
779,779,4402.374512,7080.485840,7337.291016,7337.291016,7337.291016,7337.291016,7337.291016
780,780,4443.585449,7146.766113,7405.975586,7405.975586,7405.975586,7405.975586,7405.975586
781,781,4485.181641,7213.667480,7475.302734,7475.302734,7475.302734,7475.302734,7475.302734
782,782,4527.167480,7281.194336,7545.279297,7545.279297,7545.279297,7545.279297,7545.279297
783,783,4569.546387,7349.353516,7615.910645,7615.910645,7615.910645,7615.910645,7615.910645
784,784,4612.321777,7418.150879,7687.203125,7687.203125,7687.203125,7687.203125,7687.203125
785,785,4655.498047,7487.592285,7759.163086,7759.163086,7759.163086,7759.163086,7759.163086
786,786,4699.078125,7557.683594,7831.796875,7831.796875,7831.796875,7831.796875,7831.796875
787,787,4743.065918,7628.431152,7905.110352,7905.110352,7905.110352,7905.110352,7905.110352
788,788,4787.465820,7699.841309,7979.109863,7979.109863,7979.109863,7979.109863,7979.109863
789,789,4832.281250,7771.919434,8053.802246,8053.802246,8053.802246,8053.802246,8053.802246
790,790,4877.516602,7844.672363,8129.194336,8129.194336,8129.194336,8129.194336,8129.194336
791,791,4923.174805,7918.106445,8205.291992,8205.291992,8205.291992,8205.291992,8205.291992
792,792,4969.260742,7992.228027,8282.101562,8282.101562,8282.101562,8282.101562,8282.101562
793,793,5015.778320,8067.042969,8359.629883,8359.629883,8359.629883,8359.629883,8359.629883
794,794,5062.730957,8142.558594,8437.884766,8437.884766,8437.884766,8437.884766,8437.884766
795,795,5110.123047,8218.781250,8516.872070,8516.872070,8516.872070,8516.872070,8516.872070
796,796,5157.958984,8295.717773,8596.598633,8596.598633,8596.598633,8596.598633,8596.598633
797,797,5206.242676,8373.374023,8677.071289,8677.071289,8677.071289,8677.071289,8677.071289
798,798,5254.978516,8451.756836,8758.296875,8758.296875,8758.296875,8758.296875,8758.296875
799,799,5304.170410,8530.874023,8840.283203,8840.283203,8840.283203,8840.283203,8840.283203
800,800,5353.822754,8610.731445,8923.038086,8923.038086,8923.038086,8923.038086,8923.038086
801,801,5403.939941,8691.335938,9006.566406,9006.566406,9006.566406,9006.566406,9006.566406
802,802,5454.525879,8772.696289,9090.876953,9090.876953,9090.876953,9090.876953,9090.876953
803,803,5505.585938,8854.817383,9175.976562,9175.976562,9175.976562,9175.976562,9175.976562
804,804,5557.123535,8937.707031,9261.873047,9261.873047,9261.873047,9261.873047,9261.873047
805,805,5609.144043,9021.373047,9348.573242,9348.573242,9348.573242,9348.573242,9348.573242
806,806,5661.651367,9105.822266,9436.084961,9436.084961,9436.084961,9436.084961,9436.084961
807,807,5714.649902,9191.062500,9524.416992,9524.416992,9524.416992,9524.416992,9524.416992
808,808,5768.145020,9277.099609,9613.575195,9613.575195,9613.575195,9613.575195,9613.575195
809,809,5822.140625,9363.942383,9703.567383,9703.567383,9703.567383,9703.567383,9703.567383
810,810,5876.641602,9451.598633,9794.402344,9794.402344,9794.402344,9794.402344,9794.402344
811,811,5931.652832,9540.075195,9886.087891,9886.087891,9886.087891,9886.087891,9886.087891
812,812,5987.179199,9629.379883,9978.631836,9978.631836,9978.631836,9978.631836,9978.631836
813,813,6043.225098,9719.520508,10072.041992,10072.041992,10072.041992,10072.041992,10072.041992
814,814,6099.795898,9810.504883,10166.326172,10166.326172,10166.326172,10166.326172,10166.326172
815,815,6156.895996,9902.340820,10261.493164,10261.493164,10261.493164,10261.493164,10261.493164
816,816,6214.530762,9995.037109,10357.550781,10357.550781,10357.550781,10357.550781,10357.550781
817,817,6272.705078,10088.600586,10454.507812,10454.507812,10454.507812,10454.507812,10454.507812
818,818,6331.423828,10183.040039,10552.373047,10552.373047,10552.373047,10552.373047,10552.373047
819,819,6390.692383,10278.363281,10651.153320,10651.153320,10651.153320,10651.153320,10651.153320
820,820,6450.515625,10374.579102,10750.859375,10750.859375,10750.859375,10750.859375,10750.859375
821,821,6510.898926,10471.695312,10851.498047,10851.498047,10851.498047,10851.498047,10851.498047
822,822,6571.847656,10569.721680,10953.079102,10953.079102,10953.079102,10953.079102,10953.079102
823,823,6633.366699,10668.664062,11055.611328,11055.611328,11055.611328,11055.611328,11055.611328
824,824,6695.461426,10768.534180,11159.102539,11159.102539,11159.102539,11159.102539,11159.102539
825,825,6758.137695,10869.337891,11263.563477,11263.563477,11263.563477,11263.563477,11263.563477
826,826,6821.400879,10971.085938,11369.000977,11369.000977,11369.000977,11369.000977,11369.000977
827,827,6885.255859,11073.786133,11475.426758,11475.426758,11475.426758,11475.426758,11475.426758
828,828,6949.708984,11177.448242,11582.847656,11582.847656,11582.847656,11582.847656,11582.847656
829,829,7014.765137,11282.080078,11691.275391,11691.275391,11691.275391,11691.275391,11691.275391
830,830,7080.430176,11387.692383,11800.716797,11800.716797,11800.716797,11800.716797,11800.716797
831,831,7146.710449,11494.291992,11911.183594,11911.183594,11911.183594,11911.183594,11911.183594
832,832,7213.610840,11601.890625,12022.684570,12022.684570,12022.684570,12022.684570,12022.684570
833,833,7281.137207,11710.496094,12135.228516,12135.228516,12135.228516,12135.228516,12135.228516
834,834,7349.295898,11820.118164,12248.827148,12248.827148,12248.827148,12248.827148,12248.827148
835,835,7418.092773,11930.765625,12363.488281,12363.488281,12363.488281,12363.488281,12363.488281
836,836,7487.533691,12042.450195,12479.222656,12479.222656,12479.222656,12479.222656,12479.222656
837,837,7557.624512,12155.179688,12596.041016,12596.041016,12596.041016,12596.041016,12596.041016
838,838,7628.371582,12268.963867,12713.952148,12713.952148,12713.952148,12713.952148,12713.952148
839,839,7699.780762,12383.814453,12832.967773,12832.967773,12832.967773,12832.967773,12832.967773
840,840,7771.858398,12499.739258,12953.097656,12953.097656,12953.097656,12953.097656,12953.097656
841,841,7844.610840,12616.749023,13074.351562,13074.351562,13074.351562,13074.351562,13074.351562
842,842,7918.044434,12734.853516,13196.740234,13196.740234,13196.740234,13196.740234,13196.740234
843,843,7992.165039,12854.065430,13320.275391,13320.275391,13320.275391,13320.275391,13320.275391
844,844,8066.979980,12974.392578,13444.966797,13444.966797,13444.966797,13444.966797,13444.966797
845,845,8142.495117,13095.845703,13570.825195,13570.825195,13570.825195,13570.825195,13570.825195
846,846,8218.716797,13218.436523,13697.861328,13697.861328,13697.861328,13697.861328,13697.861328
847,847,8295.652344,13342.173828,13826.086914,13826.086914,13826.086914,13826.086914,13826.086914
848,848,8373.307617,13467.070312,13955.513672,13955.513672,13955.513672,13955.513672,13955.513672
849,849,8451.690430,13593.135742,14086.151367,14086.151367,14086.151367,14086.151367,14086.151367
850,850,8530.806641,13720.380859,14218.011719,14218.011719,14218.011719,14218.011719,14218.011719
851,851,8610.664062,13848.817383,14351.106445,14351.106445,14351.106445,14351.106445,14351.106445
852,852,8691.268555,13978.456055,14485.447266,14485.447266,14485.447266,14485.447266,14485.447266
853,853,8772.626953,14109.308594,14621.045898,14621.045898,14621.045898,14621.045898,14621.045898
854,854,8854.748047,14241.385742,14757.913086,14757.913086,14757.913086,14757.913086,14757.913086
855,855,8937.637695,14374.700195,14896.063477,14896.063477,14896.063477,14896.063477,14896.063477
856,856,9021.302734,14509.261719,15035.503906,15035.503906,15035.503906,15035.503906,15035.503906
857,857,9105.750977,14645.083008,15176.251953,15176.251953,15176.251953,15176.251953,15176.251953
858,858,9190.990234,14782.175781,15318.316406,15318.316406,15318.316406,15318.316406,15318.316406
859,859,9277.026367,14920.551758,15461.710938,15461.710938,15461.710938,15461.710938,15461.710938
860,860,9363.869141,15060.222656,15606.448242,15606.448242,15606.448242,15606.448242,15606.448242
861,861,9451.524414,15201.202148,15752.541016,15752.541016,15752.541016,15752.541016,15752.541016
862,862,9540.000000,15343.500000,15900.000000,15900.000000,15900.000000,15900.000000,15900.000000
863,863,9629.303711,15487.130859,16048.839844,16048.839844,16048.839844,16048.839844,16048.839844
864,864,9719.444336,15632.105469,16199.073242,16199.073242,16199.073242,16199.073242,16199.073242
865,865,9810.427734,15778.438477,16350.712891,16350.712891,16350.712891,16350.712891,16350.712891
866,866,9902.263672,15926.140625,16503.771484,16503.771484,16503.771484,16503.771484,16503.771484
867,867,9994.958008,16075.224609,16658.263672,16658.263672,16658.263672,16658.263672,16658.263672
868,868,10088.521484,16225.705078,16814.203125,16814.203125,16814.203125,16814.203125,16814.203125
869,869,10182.959961,16377.593750,16971.599609,16971.599609,16971.599609,16971.599609,16971.599609
870,870,10278.283203,16530.904297,17130.470703,17130.470703,17130.470703,17130.470703,17130.470703
871,871,10374.498047,16685.650391,17290.830078,17290.830078,17290.830078,17290.830078,17290.830078
872,872,10471.613281,16841.845703,17452.689453,17452.689453,17452.689453,17452.689453,17452.689453
873,873,10569.638672,16999.501953,17616.064453,17616.064453,17616.064453,17616.064453,17616.064453
874,874,10668.581055,17158.634766,17780.968750,17780.968750,17780.968750,17780.968750,17780.968750
875,875,10768.449219,17319.255859,17947.416016,17947.416016,17947.416016,17947.416016,17947.416016
876,876,10869.252930,17481.382812,18115.421875,18115.421875,18115.421875,18115.421875,18115.421875
877,877,10971.000000,17645.025391,18285.000000,18285.000000,18285.000000,18285.000000,18285.000000
878,878,11073.700195,17810.201172,18456.166016,18456.166016,18456.166016,18456.166016,18456.166016
879,879,11177.360352,17976.921875,18628.933594,18628.933594,18628.933594,18628.933594,18628.933594
880,880,11281.992188,18145.203125,18803.320312,18803.320312,18803.320312,18803.320312,18803.320312
881,881,11387.602539,18315.060547,18979.337891,18979.337891,18979.337891,18979.337891,18979.337891
882,882,11494.202148,18486.507812,19157.003906,19157.003906,19157.003906,19157.003906,19157.003906
883,883,11601.799805,18659.560547,19336.332031,19336.332031,19336.332031,19336.332031,19336.332031
884,884,11710.404297,18834.232422,19517.339844,19517.339844,19517.339844,19517.339844,19517.339844
885,885,11820.025391,19010.541016,19700.042969,19700.042969,19700.042969,19700.042969,19700.042969
886,886,11930.672852,19188.498047,19884.455078,19884.455078,19884.455078,19884.455078,19884.455078
887,887,12042.355469,19368.121094,20070.591797,20070.591797,20070.591797,20070.591797,20070.591797
888,888,12155.083984,19549.427734,20258.474609,20258.474609,20258.474609,20258.474609,20258.474609
889,889,12268.868164,19732.429688,20448.113281,20448.113281,20448.113281,20448.113281,20448.113281
890,890,12383.716797,19917.144531,20639.527344,20639.527344,20639.527344,20639.527344,20639.527344
891,891,12499.640625,20103.589844,20832.734375,20832.734375,20832.734375,20832.734375,20832.734375
892,892,12616.650391,20291.779297,21027.750000,21027.750000,21027.750000,21027.750000,21027.750000
893,893,12734.754883,20481.730469,21224.591797,21224.591797,21224.591797,21224.591797,21224.591797
894,894,12853.964844,20673.460938,21423.275391,21423.275391,21423.275391,21423.275391,21423.275391
895,895,12974.291016,20866.984375,21623.818359,21623.818359,21623.818359,21623.818359,21623.818359
896,896,13095.743164,21062.320312,21826.238281,21826.238281,21826.238281,21826.238281,21826.238281
897,897,13218.333008,21259.484375,22030.554688,22030.554688,22030.554688,22030.554688,22030.554688
898,898,13342.069336,21458.494141,22236.783203,22236.783203,22236.783203,22236.783203,22236.783203
899,899,13466.964844,21659.369141,22444.941406,22444.941406,22444.941406,22444.941406,22444.941406
900,900,13593.029297,21862.121094,22655.048828,22655.048828,22655.048828,22655.048828,22655.048828
901,901,13720.273438,22066.773438,22867.123047,22867.123047,22867.123047,22867.123047,22867.123047
902,902,13848.708984,22273.339844,23081.181641,23081.181641,23081.181641,23081.181641,23081.181641
903,903,13978.346680,22481.841797,23297.244141,23297.244141,23297.244141,23297.244141,23297.244141
904,904,14109.198242,22692.292969,23515.330078,23515.330078,23515.330078,23515.330078,23515.330078
905,905,14241.274414,22904.716797,23735.457031,23735.457031,23735.457031,23735.457031,23735.457031
906,906,14374.586914,23119.126953,23957.644531,23957.644531,23957.644531,23957.644531,23957.644531
907,907,14509.147461,23335.546875,24181.912109,24181.912109,24181.912109,24181.912109,24181.912109
908,908,14644.967773,23553.990234,24408.279297,24408.279297,24408.279297,24408.279297,24408.279297
909,909,14782.059570,23774.478516,24636.765625,24636.765625,24636.765625,24636.765625,24636.765625
910,910,14920.434570,23997.031250,24867.390625,24867.390625,24867.390625,24867.390625,24867.390625
911,911,15060.103516,24221.667969,25100.173828,25100.173828,25100.173828,25100.173828,25100.173828
912,912,15201.082031,24448.408203,25335.136719,25335.136719,25335.136719,25335.136719,25335.136719
913,913,15343.379883,24677.269531,25572.300781,25572.300781,25572.300781,25572.300781,25572.300781
914,914,15487.009766,24908.273438,25811.681641,25811.681641,25811.681641,25811.681641,25811.681641
915,915,15631.983398,25141.439453,26053.304688,26053.304688,26053.304688,26053.304688,26053.304688
916,916,15778.314453,25376.789062,26297.191406,26297.191406,26297.191406,26297.191406,26297.191406
917,917,15926.015625,25614.341797,26543.359375,26543.359375,26543.359375,26543.359375,26543.359375
918,918,16075.098633,25854.117188,26791.832031,26791.832031,26791.832031,26791.832031,26791.832031
919,919,16225.578125,26096.138672,27042.630859,27042.630859,27042.630859,27042.630859,27042.630859
920,920,16377.465820,26340.423828,27295.775391,27295.775391,27295.775391,27295.775391,27295.775391
921,921,16530.775391,26586.996094,27551.292969,27551.292969,27551.292969,27551.292969,27551.292969
922,922,16685.519531,26835.876953,27809.199219,27809.199219,27809.199219,27809.199219,27809.199219
923,923,16841.712891,27087.087891,28069.521484,28069.521484,28069.521484,28069.521484,28069.521484
924,924,16999.369141,27340.650391,28332.281250,28332.281250,28332.281250,28332.281250,28332.281250
925,925,17158.500000,27596.587891,28597.500000,28597.500000,28597.500000,28597.500000,28597.500000
926,926,17319.121094,27854.917969,28865.201172,28865.201172,28865.201172,28865.201172,28865.201172
927,927,17481.244141,28115.667969,29135.408203,29135.408203,29135.408203,29135.408203,29135.408203
928,928,17644.886719,28378.859375,29408.144531,29408.144531,29408.144531,29408.144531,29408.144531
929,929,17810.060547,28644.513672,29683.435547,29683.435547,29683.435547,29683.435547,29683.435547
930,930,17976.781250,28912.656250,29961.300781,29961.300781,29961.300781,29961.300781,29961.300781
931,931,18145.062500,29183.306641,30241.769531,30241.769531,30241.769531,30241.769531,30241.769531
932,932,18314.917969,29456.492188,30524.863281,30524.863281,30524.863281,30524.863281,30524.863281
933,933,18486.363281,29732.234375,30810.605469,30810.605469,30810.605469,30810.605469,30810.605469
934,934,18659.414062,30010.558594,31099.023438,31099.023438,31099.023438,31099.023438,31099.023438
935,935,18834.085938,30291.488281,31390.142578,31390.142578,31390.142578,31390.142578,31390.142578
936,936,19010.390625,30575.046875,31683.986328,31683.986328,31683.986328,31683.986328,31683.986328
937,937,19188.347656,30861.259766,31980.580078,31980.580078,31980.580078,31980.580078,31980.580078
938,938,19367.970703,31150.152344,32279.949219,32279.949219,32279.949219,32279.949219,32279.949219
939,939,19549.273438,31441.748047,32582.123047,32582.123047,32582.123047,32582.123047,32582.123047
940,940,19732.275391,31736.074219,32887.125000,32887.125000,32887.125000,32887.125000,32887.125000
941,941,19916.988281,32033.156250,33194.980469,33194.980469,33194.980469,33194.980469,33194.980469
942,942,20103.431641,32333.019531,33505.718750,33505.718750,33505.718750,33505.718750,33505.718750
943,943,20291.619141,32635.689453,33819.367188,33819.367188,33819.367188,33819.367188,33819.367188
944,944,20481.570312,32941.191406,34135.949219,34135.949219,34135.949219,34135.949219,34135.949219
945,945,20673.298828,33249.554688,34455.496094,34455.496094,34455.496094,34455.496094,34455.496094
946,946,20866.820312,33560.804688,34778.035156,34778.035156,34778.035156,34778.035156,34778.035156
947,947,21062.154297,33874.964844,35103.593750,35103.593750,35103.593750,35103.593750,35103.593750
948,948,21259.318359,34192.070312,35432.195312,35432.195312,35432.195312,35432.195312,35432.195312
949,949,21458.326172,34512.140625,35763.878906,35763.878906,35763.878906,35763.878906,35763.878906
950,950,21659.199219,34835.210938,36098.664062,36098.664062,36098.664062,36098.664062,36098.664062
951,951,21861.951172,35161.304688,36436.582031,36436.582031,36436.582031,36436.582031,36436.582031
952,952,22066.599609,35490.449219,36777.667969,36777.667969,36777.667969,36777.667969,36777.667969
953,953,22273.166016,35822.675781,37121.941406,37121.941406,37121.941406,37121.941406,37121.941406
954,954,22481.664062,36158.011719,37469.441406,37469.441406,37469.441406,37469.441406,37469.441406
955,955,22692.115234,36496.484375,37820.191406,37820.191406,37820.191406,37820.191406,37820.191406
956,956,22904.537109,36838.128906,38174.226562,38174.226562,38174.226562,38174.226562,38174.226562
957,957,23118.947266,37182.972656,38531.578125,38531.578125,38531.578125,38531.578125,38531.578125
958,958,23335.363281,37531.042969,38892.273438,38892.273438,38892.273438,38892.273438,38892.273438
959,959,23553.804688,37882.371094,39256.343750,39256.343750,39256.343750,39256.343750,39256.343750
960,960,23774.292969,38236.988281,39623.820312,39623.820312,39623.820312,39623.820312,39623.820312
961,961,23996.843750,38594.925781,39994.738281,39994.738281,39994.738281,39994.738281,39994.738281
962,962,24221.478516,38956.210938,40369.132812,40369.132812,40369.132812,40369.132812,40369.132812
963,963,24448.216797,39320.878906,40747.027344,40747.027344,40747.027344,40747.027344,40747.027344
964,964,24677.076172,39688.964844,41128.460938,41128.460938,41128.460938,41128.460938,41128.460938
965,965,24908.078125,40060.492188,41513.464844,41513.464844,41513.464844,41513.464844,41513.464844
966,966,25141.242188,40435.500000,41902.070312,41902.070312,41902.070312,41902.070312,41902.070312
967,967,25376.589844,40814.015625,42294.316406,42294.316406,42294.316406,42294.316406,42294.316406
968,968,25614.140625,41196.074219,42690.234375,42690.234375,42690.234375,42690.234375,42690.234375
969,969,25853.914062,41581.710938,43089.859375,43089.859375,43089.859375,43089.859375,43089.859375
970,970,26095.933594,41970.960938,43493.222656,43493.222656,43493.222656,43493.222656,43493.222656
971,971,26340.216797,42363.851562,43900.363281,43900.363281,43900.363281,43900.363281,43900.363281
972,972,26586.789062,42760.417969,44311.312500,44311.312500,44311.312500,44311.312500,44311.312500
973,973,26835.667969,43160.699219,44726.113281,44726.113281,44726.113281,44726.113281,44726.113281
974,974,27086.876953,43564.726562,45144.792969,45144.792969,45144.792969,45144.792969,45144.792969
975,975,27340.437500,43972.535156,45567.394531,45567.394531,45567.394531,45567.394531,45567.394531
976,976,27596.371094,44384.164062,45993.949219,45993.949219,45993.949219,45993.949219,45993.949219
977,977,27854.701172,44799.644531,46424.500000,46424.500000,46424.500000,46424.500000,46424.500000
978,978,28115.449219,45219.011719,46859.082031,46859.082031,46859.082031,46859.082031,46859.082031
979,979,28378.636719,45642.308594,47297.730469,47297.730469,47297.730469,47297.730469,47297.730469
980,980,28644.289062,46069.566406,47740.484375,47740.484375,47740.484375,47740.484375,47740.484375
981,981,28912.429688,46500.824219,48187.382812,48187.382812,48187.382812,48187.382812,48187.382812
982,982,29183.078125,46936.117188,48638.464844,48638.464844,48638.464844,48638.464844,48638.464844
983,983,29456.261719,47375.488281,49093.769531,49093.769531,49093.769531,49093.769531,49093.769531
984,984,29732.001953,47818.968750,49553.335938,49553.335938,49553.335938,49553.335938,49553.335938
985,985,30010.322266,48266.601562,50017.207031,50017.207031,50017.207031,50017.207031,50017.207031
986,986,30291.250000,48718.425781,50485.417969,50485.417969,50485.417969,50485.417969,50485.417969
987,987,30574.806641,49174.480469,50958.011719,50958.011719,50958.011719,50958.011719,50958.011719
988,988,30861.017578,49634.804688,51435.027344,51435.027344,51435.027344,51435.027344,51435.027344
989,989,31149.908203,50099.433594,51916.511719,51916.511719,51916.511719,51916.511719,51916.511719
990,990,31441.501953,50568.414062,52402.503906,52402.503906,52402.503906,52402.503906,52402.503906
991,991,31735.826172,51041.785156,52893.042969,52893.042969,52893.042969,52893.042969,52893.042969
992,992,32032.906250,51519.589844,53388.175781,53388.175781,53388.175781,53388.175781,53388.175781
993,993,32332.765625,52001.863281,53887.941406,53887.941406,53887.941406,53887.941406,53887.941406
994,994,32635.433594,52488.656250,54392.386719,54392.386719,54392.386719,54392.386719,54392.386719
995,995,32940.933594,52980.000000,54901.554688,54901.554688,54901.554688,54901.554688,54901.554688
996,996,33249.292969,53475.945312,55415.488281,55415.488281,55415.488281,55415.488281,55415.488281
